Turn Number,Game 1 Player 1,Game 1 Player 2,Game 2 Player 1,Game 2 Player 2,Game 3 Player 1,Game 3 Player 2,Game 4 Player 1,Game 4 Player 2,Game 5 Player 1,Game 5 Player 2,Game 6 Player 1,Game 6 Player 2,Game 7 Player 1,Game 7 Player 2,Game 8 Player 1,Game 8 Player 2,Game 9 Player 1,Game 9 Player 2,Game 10 Player 1,Game 10 Player 2,Game 11 Player 1,Game 11 Player 2,Game 12 Player 1,Game 12 Player 2,Game 13 Player 1,Game 13 Player 2,Game 14 Player 1,Game 14 Player 2,Game 15 Player 1,Game 15 Player 2,Game 16 Player 1,Game 16 Player 2,Game 17 Player 1,Game 17 Player 2,Game 18 Player 1,Game 18 Player 2,Game 19 Player 1,Game 19 Player 2,Game 20 Player 1,Game 20 Player 2,Game 21 Player 1,Game 21 Player 2,Game 22 Player 1,Game 22 Player 2,Game 23 Player 1,Game 23 Player 2,Game 24 Player 1,Game 24 Player 2,Game 25 Player 1,Game 25 Player 2,Game 26 Player 1,Game 26 Player 2,Game 27 Player 1,Game 27 Player 2,Game 28 Player 1,Game 28 Player 2,
Turn 76,37, 15, 20, 32, 23, 29, 27, 25, 22, 30, 37, 15, 27, 25, 17, 35, 31, 21, 33, 19, 21, 31, 25, 27, 39, 13, 31, 21, 33, 19, 24, 28, 29, 23, 37, 15, 43, 9, 27, 25, 27, 25, 11, 41, 39, 13, 27, 25, 37, 15, 29, 23, 37, 15, 27, 25, 
Turn 77,36, 16, 20, 32, 23, 29, 28, 24, 22, 30, 38, 14, 26, 26, 18, 34, 32, 20, 29, 23, 22, 30, 22, 30, 41, 11, 30, 22, 34, 18, 24, 28, 28, 24, 36, 16, 44, 8, 28, 24, 28, 24, 10, 42, 39, 13, 28, 24, 37, 15, 30, 22, 38, 14, 28, 24, 
Turn 78,37, 15, 21, 31, 23, 29, 29, 23, 23, 29, 39, 13, 27, 25, 19, 33, 31, 21, 29, 23, 21, 31, 21, 31, 41, 11, 31, 21, 33, 19, 25, 27, 29, 23, 35, 17, 43, 9, 25, 27, 29, 23, 9, 43, 39, 13, 27, 25, 37, 15, 31, 21, 39, 13, 27, 25, 
Turn 79,37, 15, 22, 30, 24, 28, 30, 22, 20, 32, 39, 13, 27, 25, 18, 34, 32, 20, 30, 22, 20, 32, 21, 31, 42, 10, 32, 20, 30, 22, 26, 26, 30, 22, 34, 18, 44, 8, 23, 29, 30, 22, 9, 43, 40, 12, 23, 29, 38, 14, 30, 22, 39, 13, 26, 26, 
Turn 80,37, 15, 23, 29, 25, 27, 30, 22, 17, 35, 39, 13, 27, 25, 17, 35, 33, 19, 29, 23, 21, 31, 21, 31, 41, 11, 29, 23, 32, 20, 25, 27, 29, 23, 32, 20, 48, 4, 23, 29, 31, 21, 9, 43, 39, 13, 23, 29, 39, 13, 26, 26, 39, 13, 25, 27, 
Turn 81,38, 14, 22, 30, 24, 28, 30, 22, 14, 38, 40, 12, 28, 24, 19, 33, 32, 20, 28, 24, 20, 32, 22, 30, 40, 12, 28, 24, 32, 20, 24, 28, 26, 26, 32, 20, 48, 4, 24, 28, 32, 20, 10, 42, 40, 12, 24, 28, 40, 12, 26, 26, 40, 12, 26, 26, 
Turn 82,39, 13, 23, 29, 25, 27, 29, 23, 15, 37, 39, 13, 29, 23, 19, 33, 33, 19, 29, 23, 21, 31, 21, 31, 41, 11, 26, 26, 33, 19, 25, 27, 25, 27, 33, 19, 49, 3, 25, 27, 33, 19, 11, 41, 37, 15, 25, 27, 39, 13, 27, 25, 39, 13, 25, 27, 
Turn 83,38, 14, 22, 30, 24, 28, 28, 24, 16, 36, 40, 12, 28, 24, 20, 32, 32, 20, 28, 24, 21, 31, 22, 30, 39, 13, 26, 26, 36, 16, 24, 28, 24, 28, 34, 18, 49, 3, 26, 26, 34, 18, 13, 39, 37, 15, 26, 26, 38, 14, 26, 26, 40, 12, 23, 29, 
Turn 84,37, 15, 23, 29, 25, 27, 27, 25, 15, 37, 39, 13, 31, 21, 19, 33, 30, 22, 29, 23, 21, 31, 19, 33, 39, 13, 27, 25, 35, 17, 23, 29, 25, 27, 35, 17, 49, 3, 27, 25, 29, 23, 13, 39, 37, 15, 25, 27, 37, 15, 27, 25, 39, 13, 23, 29, 
Turn 85,38, 14, 24, 28, 28, 24, 28, 24, 19, 33, 38, 14, 32, 20, 18, 34, 30, 22, 28, 24, 22, 30, 20, 32, 40, 12, 28, 24, 34, 18, 22, 30, 26, 26, 34, 18, 51, 1, 28, 24, 30, 22, 14, 38, 38, 14, 26, 26, 35, 17, 26, 26, 38, 14, 24, 28, 
Turn 86,39, 13, 25, 27, 29, 23, 27, 25, 19, 33, 38, 14, 31, 21, 17, 35, 31, 21, 29, 23, 21, 31, 19, 33, 39, 13, 29, 23, 33, 19, 21, 31, 26, 26, 33, 19, 51, 1, 29, 23, 32, 20, 15, 37, 39, 13, 25, 27, 35, 17, 25, 27, 38, 14, 25, 27, 
Turn 87,39, 13, 27, 25, 28, 24, 28, 24, 18, 34, 38, 14, 32, 20, 16, 36, 28, 24, 28, 24, 22, 30, 18, 34, 38, 14, 30, 22, 34, 18, 22, 30, 26, 26, 34, 18, 52, 0, 30, 22, 32, 20, 14, 38, 38, 14, 26, 26, 36, 16, 24, 28, 38, 14, 24, 28, 
Turn 88,39, 13, 27, 25, 30, 22, 27, 25, 17, 35, 39, 13, 33, 19, 15, 37, 27, 25, 27, 25, 21, 31, 19, 33, 37, 15, 29, 23, 33, 19, 23, 29, 27, 25, 33, 19, 52, 0, 29, 23, 31, 21, 13, 39, 39, 13, 27, 25, 35, 17, 27, 25, 39, 13, 25, 27, 
Turn 89,40, 12, 28, 24, 30, 22, 26, 26, 18, 34, 40, 12, 32, 20, 14, 38, 26, 26, 27, 25, 22, 30, 19, 33, 38, 14, 30, 22, 37, 15, 23, 29, 28, 24, 32, 20, 52, 0, 30, 22, 30, 22, 14, 38, 42, 10, 28, 24, 34, 18, 26, 26, 40, 12, 24, 28, 
Turn 90,39, 13, 29, 23, 31, 21, 25, 27, 15, 37, 39, 13, 31, 21, 13, 39, 25, 27, 27, 25, 23, 29, 19, 33, 36, 16, 31, 21, 37, 15, 23, 29, 27, 25, 33, 19, 52, 0, 31, 21, 33, 19, 12, 40, 42, 10, 29, 23, 33, 19, 25, 27, 39, 13, 25, 27, 
Turn 91,38, 14, 32, 20, 30, 22, 24, 28, 14, 38, 38, 14, 29, 23, 11, 41, 24, 28, 28, 24, 26, 26, 20, 32, 36, 16, 32, 20, 38, 14, 24, 28, 28, 24, 35, 17, 52, 0, 33, 19, 32, 20, 12, 40, 42, 10, 29, 23, 32, 20, 26, 26, 38, 14, 26, 26, 
Turn 92,39, 13, 31, 21, 29, 23, 24, 28, 13, 39, 39, 13, 29, 23, 11, 41, 27, 25, 29, 23, 25, 27, 21, 31, 39, 13, 31, 21, 37, 15, 23, 29, 27, 25, 35, 17, 52, 0, 33, 19, 33, 19, 13, 39, 43, 9, 29, 23, 31, 21, 30, 22, 39, 13, 27, 25, 
Turn 93,38, 14, 32, 20, 30, 22, 24, 28, 14, 38, 38, 14, 30, 22, 12, 40, 28, 24, 30, 22, 27, 25, 24, 28, 38, 14, 32, 20, 36, 16, 20, 32, 26, 26, 36, 16, 52, 0, 34, 18, 34, 18, 12, 40, 44, 8, 30, 22, 30, 22, 30, 22, 40, 12, 28, 24, 
Turn 94,40, 12, 31, 21, 29, 23, 25, 27, 12, 40, 38, 14, 31, 21, 9, 43, 28, 24, 29, 23, 27, 25, 25, 27, 37, 15, 31, 21, 35, 17, 19, 33, 25, 27, 37, 15, 52, 0, 35, 17, 35, 17, 13, 39, 43, 9, 31, 21, 26, 26, 31, 21, 40, 12, 26, 26, 
Turn 95,40, 12, 30, 22, 30, 22, 26, 26, 12, 40, 38, 14, 30, 22, 8, 44, 28, 24, 28, 24, 28, 24, 24, 28, 38, 14, 30, 22, 36, 16, 22, 30, 26, 26, 38, 14, 52, 0, 36, 16, 34, 18, 9, 43, 42, 10, 30, 22, 26, 26, 30, 22, 40, 12, 26, 26, 
Turn 96,41, 11, 29, 23, 31, 21, 27, 25, 13, 39, 39, 13, 31, 21, 10, 42, 27, 25, 27, 25, 29, 23, 23, 29, 39, 13, 28, 24, 30, 22, 23, 29, 25, 27, 37, 15, 52, 0, 37, 15, 32, 20, 9, 43, 40, 12, 29, 23, 27, 25, 31, 21, 41, 11, 27, 25, 
Turn 97,42, 10, 28, 24, 30, 22, 26, 26, 12, 40, 40, 12, 30, 22, 10, 42, 28, 24, 26, 26, 28, 24, 24, 28, 38, 14, 28, 24, 30, 22, 24, 28, 26, 26, 36, 16, 52, 0, 38, 14, 32, 20, 10, 42, 40, 12, 28, 24, 26, 26, 30, 22, 40, 12, 28, 24, 
Turn 98,45, 7, 27, 25, 31, 21, 25, 27, 11, 41, 39, 13, 31, 21, 11, 41, 27, 25, 27, 25, 29, 23, 26, 26, 36, 16, 29, 23, 31, 21, 23, 29, 25, 27, 35, 17, 52, 0, 39, 13, 31, 21, 9, 43, 41, 11, 29, 23, 25, 27, 29, 23, 39, 13, 25, 27, 
Turn 99,44, 8, 27, 25, 32, 20, 26, 26, 12, 40, 40, 12, 30, 22, 10, 42, 28, 24, 26, 26, 28, 24, 26, 26, 36, 16, 28, 24, 30, 22, 23, 29, 26, 26, 34, 18, 52, 0, 40, 12, 32, 20, 8, 44, 40, 12, 28, 24, 24, 28, 28, 24, 38, 14, 26, 26, 
Turn 100,44, 8, 27, 25, 32, 20, 25, 27, 11, 41, 41, 11, 29, 23, 9, 43, 27, 25, 27, 25, 29, 23, 27, 25, 37, 15, 27, 25, 29, 23, 23, 29, 26, 26, 36, 16, 52, 0, 39, 13, 33, 19, 6, 46, 41, 11, 27, 25, 25, 27, 27, 25, 37, 15, 27, 25, 
Turn 101,44, 8, 28, 24, 32, 20, 26, 26, 11, 41, 42, 10, 28, 24, 11, 41, 28, 24, 28, 24, 28, 24, 28, 24, 38, 14, 26, 26, 28, 24, 24, 28, 26, 26, 36, 16, 52, 0, 39, 13, 34, 18, 6, 46, 40, 12, 28, 24, 24, 28, 28, 24, 35, 17, 26, 26, 
Turn 102,45, 7, 29, 23, 33, 19, 27, 25, 11, 41, 42, 10, 27, 25, 11, 41, 29, 23, 28, 24, 29, 23, 27, 25, 39, 13, 25, 27, 25, 27, 23, 29, 27, 25, 37, 15, 52, 0, 39, 13, 35, 17, 5, 47, 41, 11, 27, 25, 25, 27, 27, 25, 35, 17, 25, 27, 
Turn 103,42, 10, 28, 24, 32, 20, 28, 24, 12, 40, 42, 10, 27, 25, 12, 40, 28, 24, 28, 24, 28, 24, 28, 24, 38, 14, 26, 26, 24, 28, 22, 30, 28, 24, 36, 16, 52, 0, 40, 12, 38, 14, 4, 48, 41, 11, 27, 25, 26, 26, 28, 24, 36, 16, 24, 28, 
Turn 104,40, 12, 29, 23, 31, 21, 29, 23, 11, 41, 43, 9, 27, 25, 13, 39, 29, 23, 29, 23, 27, 25, 27, 25, 37, 15, 27, 25, 25, 27, 21, 31, 27, 25, 37, 15, 52, 0, 37, 15, 39, 13, 2, 50, 41, 11, 27, 25, 25, 27, 26, 26, 35, 17, 23, 29, 
Turn 105,40, 12, 28, 24, 32, 20, 29, 23, 10, 42, 44, 8, 28, 24, 12, 40, 28, 24, 30, 22, 28, 24, 28, 24, 36, 16, 26, 26, 26, 26, 24, 28, 26, 26, 36, 16, 52, 0, 40, 12, 40, 12, 2, 50, 42, 10, 28, 24, 26, 26, 26, 26, 36, 16, 24, 28, 
Turn 106,41, 11, 27, 25, 33, 19, 29, 23, 11, 41, 45, 7, 29, 23, 11, 41, 29, 23, 29, 23, 26, 26, 29, 23, 35, 17, 27, 25, 27, 25, 25, 27, 27, 25, 37, 15, 52, 0, 40, 12, 40, 12, 1, 51, 39, 13, 29, 23, 27, 25, 27, 25, 33, 19, 23, 29, 
Turn 107,42, 10, 26, 26, 32, 20, 30, 22, 13, 39, 44, 8, 30, 22, 9, 43, 29, 23, 32, 20, 26, 26, 26, 26, 37, 15, 26, 26, 25, 27, 26, 26, 26, 26, 36, 16, 52, 0, 40, 12, 40, 12, 0, 52, 38, 14, 28, 24, 26, 26, 26, 26, 33, 19, 23, 29, 
Turn 108,43, 9, 27, 25, 31, 21, 29, 23, 13, 39, 42, 10, 29, 23, 9, 43, 29, 23, 31, 21, 27, 25, 27, 25, 37, 15, 27, 25, 25, 27, 25, 27, 27, 25, 35, 17, 52, 0, 39, 13, 41, 11, 0, 52, 36, 16, 29, 23, 24, 28, 27, 25, 33, 19, 23, 29, 
Turn 109,42, 10, 26, 26, 30, 22, 28, 24, 14, 38, 42, 10, 30, 22, 10, 42, 30, 22, 30, 22, 28, 24, 28, 24, 38, 14, 27, 25, 26, 26, 24, 28, 28, 24, 35, 17, 52, 0, 38, 14, 40, 12, 0, 52, 36, 16, 28, 24, 24, 28, 26, 26, 34, 18, 24, 28, 
Turn 110,43, 9, 25, 27, 34, 18, 29, 23, 15, 37, 43, 9, 31, 21, 9, 43, 31, 21, 29, 23, 27, 25, 27, 25, 39, 13, 27, 25, 25, 27, 26, 26, 27, 25, 35, 17, 52, 0, 37, 15, 41, 11, 0, 52, 33, 19, 29, 23, 25, 27, 27, 25, 33, 19, 25, 27, 
Turn 111,43, 9, 24, 28, 34, 18, 28, 24, 16, 36, 42, 10, 30, 22, 10, 42, 32, 20, 30, 22, 26, 26, 27, 25, 38, 14, 28, 24, 26, 26, 26, 26, 26, 26, 36, 16, 52, 0, 36, 16, 42, 10, 0, 52, 34, 18, 30, 22, 24, 28, 28, 24, 32, 20, 24, 28, 
Turn 112,43, 9, 24, 28, 35, 17, 27, 25, 17, 35, 41, 11, 31, 21, 10, 42, 33, 19, 31, 21, 27, 25, 27, 25, 37, 15, 27, 25, 25, 27, 27, 25, 25, 27, 37, 15, 52, 0, 35, 17, 41, 11, 0, 52, 35, 17, 31, 21, 25, 27, 27, 25, 31, 21, 23, 29, 
Turn 113,44, 8, 24, 28, 36, 16, 26, 26, 15, 37, 40, 12, 30, 22, 10, 42, 34, 18, 32, 20, 26, 26, 28, 24, 38, 14, 28, 24, 26, 26, 28, 24, 24, 28, 36, 16, 52, 0, 35, 17, 39, 13, 0, 52, 34, 18, 30, 22, 26, 26, 24, 28, 32, 20, 24, 28, 
Turn 114,45, 7, 25, 27, 35, 17, 25, 27, 15, 37, 40, 12, 29, 23, 11, 41, 33, 19, 32, 20, 25, 27, 27, 25, 39, 13, 29, 23, 27, 25, 27, 25, 26, 26, 35, 17, 52, 0, 35, 17, 39, 13, 0, 52, 33, 19, 29, 23, 27, 25, 23, 29, 33, 19, 23, 29, 
Turn 115,46, 6, 26, 26, 34, 18, 24, 28, 16, 36, 40, 12, 28, 24, 10, 42, 32, 20, 32, 20, 26, 26, 26, 26, 39, 13, 28, 24, 28, 24, 26, 26, 26, 26, 36, 16, 52, 0, 34, 18, 40, 12, 0, 52, 34, 18, 28, 24, 24, 28, 24, 28, 32, 20, 22, 30, 
Turn 116,46, 6, 25, 27, 31, 21, 25, 27, 17, 35, 41, 11, 28, 24, 9, 43, 31, 21, 33, 19, 25, 27, 25, 27, 39, 13, 29, 23, 27, 25, 23, 29, 27, 25, 37, 15, 52, 0, 33, 19, 41, 11, 0, 52, 32, 20, 26, 26, 23, 29, 23, 29, 31, 21, 21, 31, 
Turn 117,46, 6, 26, 26, 32, 20, 25, 27, 18, 34, 40, 12, 28, 24, 10, 42, 28, 24, 32, 20, 22, 30, 24, 28, 40, 12, 30, 22, 26, 26, 24, 28, 28, 24, 36, 16, 52, 0, 32, 20, 40, 12, 0, 52, 32, 20, 26, 26, 20, 32, 21, 31, 31, 21, 20, 32, 
Turn 118,47, 5, 27, 25, 31, 21, 25, 27, 19, 33, 41, 11, 29, 23, 10, 42, 30, 22, 31, 21, 23, 29, 25, 27, 41, 11, 31, 21, 27, 25, 25, 27, 29, 23, 38, 14, 52, 0, 31, 21, 39, 13, 0, 52, 29, 23, 27, 25, 21, 31, 21, 31, 31, 21, 21, 31, 
Turn 119,46, 6, 26, 26, 33, 19, 26, 26, 19, 33, 40, 12, 30, 22, 10, 42, 30, 22, 32, 20, 23, 29, 24, 28, 42, 10, 32, 20, 28, 24, 26, 26, 28, 24, 38, 14, 52, 0, 30, 22, 35, 17, 0, 52, 28, 24, 26, 26, 19, 33, 22, 30, 32, 20, 21, 31, 
Turn 120,46, 6, 27, 25, 33, 19, 27, 25, 19, 33, 39, 13, 29, 23, 11, 41, 31, 21, 31, 21, 23, 29, 23, 29, 43, 9, 33, 19, 28, 24, 27, 25, 27, 25, 39, 13, 52, 0, 27, 25, 35, 17, 0, 52, 27, 25, 25, 27, 19, 33, 23, 29, 33, 19, 21, 31, 
Turn 121,46, 6, 26, 26, 34, 18, 26, 26, 20, 32, 39, 13, 28, 24, 10, 42, 30, 22, 32, 20, 24, 28, 22, 30, 42, 10, 32, 20, 28, 24, 26, 26, 26, 26, 38, 14, 52, 0, 27, 25, 36, 16, 0, 52, 28, 24, 24, 28, 20, 32, 24, 28, 34, 18, 22, 30, 
Turn 122,47, 5, 25, 27, 33, 19, 25, 27, 19, 33, 39, 13, 29, 23, 9, 43, 29, 23, 31, 21, 23, 29, 21, 31, 44, 8, 30, 22, 29, 23, 27, 25, 25, 27, 37, 15, 52, 0, 27, 25, 35, 17, 0, 52, 29, 23, 25, 27, 19, 33, 23, 29, 33, 19, 21, 31, 
Turn 123,48, 4, 26, 26, 36, 16, 24, 28, 20, 32, 40, 12, 28, 24, 10, 42, 28, 24, 30, 22, 20, 32, 22, 30, 44, 8, 30, 22, 28, 24, 25, 27, 26, 26, 36, 16, 52, 0, 28, 24, 36, 16, 0, 52, 28, 24, 24, 28, 18, 34, 24, 28, 34, 18, 20, 32, 
Turn 124,49, 3, 25, 27, 37, 15, 25, 27, 17, 35, 39, 13, 29, 23, 8, 44, 29, 23, 31, 21, 21, 31, 24, 28, 45, 7, 31, 21, 27, 25, 25, 27, 25, 27, 35, 17, 52, 0, 27, 25, 37, 15, 0, 52, 27, 25, 23, 29, 19, 33, 25, 27, 33, 19, 19, 33, 
Turn 125,52, 0, 25, 27, 38, 14, 24, 28, 16, 36, 38, 14, 28, 24, 8, 44, 30, 22, 29, 23, 22, 30, 24, 28, 44, 8, 30, 22, 28, 24, 26, 26, 26, 26, 36, 16, 52, 0, 26, 26, 36, 16, 0, 52, 28, 24, 22, 30, 18, 34, 26, 26, 32, 20, 20, 32, 
Turn 126,52, 0, 25, 27, 41, 11, 25, 27, 17, 35, 37, 15, 27, 25, 9, 43, 31, 21, 29, 23, 21, 31, 25, 27, 45, 7, 29, 23, 29, 23, 25, 27, 27, 25, 34, 18, 52, 0, 25, 27, 37, 15, 0, 52, 26, 26, 21, 31, 17, 35, 25, 27, 33, 19, 19, 33, 
Turn 127,52, 0, 26, 26, 41, 11, 26, 26, 16, 36, 36, 16, 28, 24, 3, 49, 32, 20, 30, 22, 22, 30, 24, 28, 43, 9, 28, 24, 30, 22, 24, 28, 28, 24, 34, 18, 52, 0, 26, 26, 38, 14, 0, 52, 26, 26, 20, 32, 18, 34, 24, 28, 32, 20, 20, 32, 
Turn 128,52, 0, 27, 25, 41, 11, 25, 27, 14, 38, 36, 16, 29, 23, 3, 49, 31, 21, 31, 21, 23, 29, 23, 29, 43, 9, 27, 25, 29, 23, 23, 29, 28, 24, 35, 17, 52, 0, 25, 27, 36, 16, 0, 52, 25, 27, 21, 31, 19, 33, 22, 30, 32, 20, 21, 31, 
Turn 129,52, 0, 24, 28, 42, 10, 26, 26, 14, 38, 36, 16, 29, 23, 3, 49, 32, 20, 30, 22, 24, 28, 24, 28, 44, 8, 26, 26, 30, 22, 22, 30, 28, 24, 36, 16, 52, 0, 26, 26, 36, 16, 0, 52, 26, 26, 20, 32, 17, 35, 22, 30, 32, 20, 22, 30, 
Turn 130,52, 0, 23, 29, 41, 11, 24, 28, 15, 37, 37, 15, 29, 23, 3, 49, 30, 22, 31, 21, 26, 26, 25, 27, 43, 9, 25, 27, 27, 25, 21, 31, 29, 23, 35, 17, 52, 0, 25, 27, 37, 15, 0, 52, 27, 25, 22, 30, 17, 35, 23, 29, 33, 19, 24, 28, 
Turn 131,52, 0, 24, 28, 40, 12, 24, 28, 14, 38, 36, 16, 30, 22, 3, 49, 30, 22, 32, 20, 26, 26, 26, 26, 42, 10, 26, 26, 31, 21, 20, 32, 28, 24, 34, 18, 52, 0, 24, 28, 36, 16, 0, 52, 28, 24, 22, 30, 18, 34, 24, 28, 34, 18, 24, 28, 
Turn 132,52, 0, 23, 29, 41, 11, 25, 27, 15, 37, 35, 17, 29, 23, 3, 49, 31, 21, 33, 19, 27, 25, 27, 25, 44, 8, 25, 27, 31, 21, 21, 31, 29, 23, 35, 17, 52, 0, 25, 27, 35, 17, 0, 52, 29, 23, 23, 29, 17, 35, 23, 29, 33, 19, 25, 27, 
Turn 133,52, 0, 24, 28, 41, 11, 24, 28, 14, 38, 36, 16, 30, 22, 3, 49, 30, 22, 34, 18, 26, 26, 26, 26, 44, 8, 26, 26, 32, 20, 22, 30, 30, 22, 32, 20, 52, 0, 29, 23, 38, 14, 0, 52, 30, 22, 22, 30, 16, 36, 24, 28, 32, 20, 26, 26, 
Turn 134,52, 0, 23, 29, 41, 11, 23, 29, 15, 37, 35, 17, 31, 21, 3, 49, 31, 21, 35, 17, 29, 23, 25, 27, 45, 7, 24, 28, 31, 21, 23, 29, 29, 23, 31, 21, 52, 0, 29, 23, 37, 15, 0, 52, 31, 21, 21, 31, 17, 35, 23, 29, 33, 19, 23, 29, 
Turn 135,52, 0, 24, 28, 42, 10, 24, 28, 19, 33, 34, 18, 32, 20, 3, 49, 32, 20, 36, 16, 28, 24, 24, 28, 46, 6, 24, 28, 32, 20, 22, 30, 30, 22, 31, 21, 52, 0, 30, 22, 36, 16, 0, 52, 30, 22, 22, 30, 18, 34, 22, 30, 32, 20, 22, 30, 
Turn 136,52, 0, 23, 29, 43, 9, 25, 27, 19, 33, 33, 19, 33, 19, 3, 49, 33, 19, 35, 17, 27, 25, 25, 27, 45, 7, 25, 27, 31, 21, 24, 28, 27, 25, 31, 21, 52, 0, 29, 23, 36, 16, 0, 52, 31, 21, 21, 31, 19, 33, 23, 29, 33, 19, 21, 31, 
Turn 137,52, 0, 25, 27, 44, 8, 22, 30, 20, 32, 31, 21, 34, 18, 3, 49, 32, 20, 35, 17, 28, 24, 25, 27, 43, 9, 24, 28, 32, 20, 24, 28, 28, 24, 32, 20, 52, 0, 28, 24, 36, 16, 0, 52, 30, 22, 22, 30, 20, 32, 22, 30, 34, 18, 20, 32, 
Turn 138,52, 0, 25, 27, 43, 9, 21, 31, 21, 31, 31, 21, 31, 21, 3, 49, 31, 21, 35, 17, 29, 23, 25, 27, 43, 9, 25, 27, 31, 21, 25, 27, 27, 25, 33, 19, 52, 0, 29, 23, 37, 15, 0, 52, 29, 23, 23, 29, 22, 30, 21, 31, 33, 19, 19, 33, 
Turn 139,52, 0, 26, 26, 43, 9, 22, 30, 18, 34, 32, 20, 30, 22, 3, 49, 32, 20, 32, 20, 28, 24, 26, 26, 44, 8, 26, 26, 32, 20, 28, 24, 28, 24, 32, 20, 52, 0, 30, 22, 34, 18, 0, 52, 30, 22, 22, 30, 22, 30, 22, 30, 33, 19, 20, 32, 
Turn 140,52, 0, 27, 25, 43, 9, 21, 31, 19, 33, 33, 19, 32, 20, 3, 49, 31, 21, 31, 21, 27, 25, 27, 25, 43, 9, 25, 27, 31, 21, 27, 25, 30, 22, 31, 21, 52, 0, 31, 21, 37, 15, 0, 52, 28, 24, 23, 29, 23, 29, 20, 32, 33, 19, 19, 33, 
Turn 141,52, 0, 28, 24, 44, 8, 20, 32, 18, 34, 34, 18, 32, 20, 3, 49, 30, 22, 32, 20, 26, 26, 30, 22, 42, 10, 26, 26, 29, 23, 28, 24, 30, 22, 30, 22, 52, 0, 30, 22, 36, 16, 0, 52, 28, 24, 22, 30, 22, 30, 20, 32, 34, 18, 18, 34, 
Turn 142,52, 0, 29, 23, 43, 9, 18, 34, 19, 33, 33, 19, 33, 19, 3, 49, 30, 22, 31, 21, 27, 25, 29, 23, 42, 10, 27, 25, 29, 23, 27, 25, 31, 21, 31, 21, 52, 0, 33, 19, 37, 15, 0, 52, 29, 23, 20, 32, 21, 31, 21, 31, 35, 17, 18, 34, 
Turn 143,52, 0, 30, 22, 44, 8, 18, 34, 21, 31, 32, 20, 32, 20, 3, 49, 30, 22, 30, 22, 25, 27, 30, 22, 42, 10, 26, 26, 30, 22, 28, 24, 30, 22, 32, 20, 52, 0, 34, 18, 37, 15, 0, 52, 28, 24, 20, 32, 22, 30, 20, 32, 36, 16, 18, 34, 
Turn 144,52, 0, 29, 23, 44, 8, 19, 33, 21, 31, 33, 19, 33, 19, 3, 49, 29, 23, 31, 21, 25, 27, 29, 23, 43, 9, 25, 27, 31, 21, 29, 23, 29, 23, 33, 19, 52, 0, 34, 18, 37, 15, 0, 52, 29, 23, 21, 31, 21, 31, 21, 31, 35, 17, 19, 33, 
Turn 145,52, 0, 28, 24, 44, 8, 20, 32, 22, 30, 32, 20, 34, 18, 3, 49, 30, 22, 31, 21, 26, 26, 30, 22, 42, 10, 24, 28, 34, 18, 28, 24, 30, 22, 32, 20, 52, 0, 34, 18, 38, 14, 0, 52, 28, 24, 22, 30, 20, 32, 22, 30, 34, 18, 18, 34, 
Turn 146,52, 0, 27, 25, 45, 7, 21, 31, 23, 29, 31, 21, 31, 21, 3, 49, 31, 21, 31, 21, 25, 27, 31, 21, 41, 11, 23, 29, 35, 17, 29, 23, 31, 21, 34, 18, 52, 0, 35, 17, 39, 13, 0, 52, 29, 23, 21, 31, 23, 29, 23, 29, 35, 17, 19, 33, 
Turn 147,52, 0, 28, 24, 44, 8, 20, 32, 24, 28, 30, 22, 32, 20, 3, 49, 30, 22, 30, 22, 26, 26, 30, 22, 37, 15, 23, 29, 34, 18, 30, 22, 32, 20, 34, 18, 52, 0, 36, 16, 40, 12, 0, 52, 28, 24, 20, 32, 24, 28, 24, 28, 36, 16, 18, 34, 
Turn 148,52, 0, 27, 25, 40, 12, 19, 33, 23, 29, 30, 22, 31, 21, 3, 49, 31, 21, 29, 23, 25, 27, 34, 18, 37, 15, 23, 29, 35, 17, 30, 22, 33, 19, 35, 17, 52, 0, 35, 17, 39, 13, 0, 52, 27, 25, 21, 31, 23, 29, 25, 27, 35, 17, 19, 33, 
Turn 149,52, 0, 26, 26, 40, 12, 20, 32, 24, 28, 30, 22, 30, 22, 3, 49, 34, 18, 30, 22, 24, 28, 34, 18, 38, 14, 24, 28, 36, 16, 30, 22, 38, 14, 36, 16, 52, 0, 36, 16, 38, 14, 0, 52, 26, 26, 20, 32, 21, 31, 26, 26, 37, 15, 18, 34, 
Turn 150,52, 0, 24, 28, 41, 11, 21, 31, 23, 29, 31, 21, 30, 22, 3, 49, 33, 19, 29, 23, 23, 29, 35, 17, 37, 15, 25, 27, 37, 15, 27, 25, 36, 16, 35, 17, 52, 0, 35, 17, 37, 15, 0, 52, 27, 25, 21, 31, 21, 31, 25, 27, 37, 15, 19, 33, 
Turn 151,52, 0, 24, 28, 40, 12, 20, 32, 20, 32, 30, 22, 30, 22, 3, 49, 32, 20, 28, 24, 22, 30, 34, 18, 36, 16, 26, 26, 36, 16, 28, 24, 36, 16, 34, 18, 52, 0, 36, 16, 35, 17, 0, 52, 26, 26, 20, 32, 22, 30, 25, 27, 38, 14, 20, 32, 
